Data;Ora;Temperatura_Celsius;Umidità_relativa(%)
﻿25-12-2024;10:10;19.1;10
﻿25-12-2024;10:11;19.1;10
﻿25-12-2024;10:12;19.1;10
﻿25-12-2024;10:13;19.1;10
﻿25-12-2024;10:14;19.1;10
﻿25-12-2024;10:15;19.1;10
﻿25-12-2024;10:16;19.1;10
﻿25-12-2024;10:17;19.1;10
﻿25-12-2024;10:18;19.1;10
﻿25-12-2024;10:19;19.1;10
﻿25-12-2024;10:20;19.1;10
﻿25-12-2024;10:21;19.1;10
﻿25-12-2024;10:22;19.1;10
﻿25-12-2024;10:23;19.1;10
﻿25-12-2024;10:24;19.1;10
﻿25-12-2024;10:25;19.1;10
﻿25-12-2024;10:26;19.1;10
﻿25-12-2024;10:27;19.1;10
﻿25-12-2024;10:28;19.1;10
﻿25-12-2024;10:29;19.1;10
﻿25-12-2024;10:30;19.1;10
﻿25-12-2024;10:31;19.1;10
﻿25-12-2024;10:32;19.1;10
﻿25-12-2024;10:33;19.1;10
﻿25-12-2024;10:34;19.1;10
﻿25-12-2024;10:35;19.1;10
﻿25-12-2024;10:36;19.1;10
﻿25-12-2024;10:37;19.1;10
﻿25-12-2024;10:38;19.1;10
﻿25-12-2024;10:39;19.1;10
﻿25-12-2024;10:40;19.1;10
﻿25-12-2024;10:41;19.1;10
﻿25-12-2024;10:42;19.1;10
﻿25-12-2024;10:43;19.1;10
﻿25-12-2024;10:44;19.1;10
﻿25-12-2024;10:45;19.1;10
﻿25-12-2024;10:46;19.1;10
﻿25-12-2024;10:47;19.1;10
﻿25-12-2024;10:48;19.1;10
﻿25-12-2024;10:49;19.1;10
﻿25-12-2024;10:50;19.1;10
﻿25-12-2024;10:51;19.1;10
﻿25-12-2024;10:52;19.1;10
﻿25-12-2024;10:53;19.1;10
﻿25-12-2024;10:54;19.1;10
﻿25-12-2024;10:55;19.1;10
﻿25-12-2024;10:56;19.2;10
﻿25-12-2024;10:57;19.2;10
﻿25-12-2024;10:58;19.2;10
﻿25-12-2024;10:59;19.2;10
﻿25-12-2024;11:00;19.2;10
﻿25-12-2024;11:01;19.2;10
﻿25-12-2024;11:02;19.2;10
﻿25-12-2024;11:03;19.1;10
﻿25-12-2024;11:04;19.2;10
﻿25-12-2024;11:05;19.2;10
﻿25-12-2024;11:06;19.2;10
﻿25-12-2024;11:07;19.2;10
﻿25-12-2024;11:08;19.2;10
﻿25-12-2024;11:09;19.2;10
﻿25-12-2024;11:10;19.2;10
﻿25-12-2024;11:11;19.2;10
﻿25-12-2024;11:12;19.1;10
﻿25-12-2024;11:13;19.2;10
﻿25-12-2024;11:14;19.1;10
﻿25-12-2024;11:15;19.2;10
﻿25-12-2024;11:16;19.2;10
﻿25-12-2024;11:17;19.2;10
﻿25-12-2024;11:18;19.1;10
﻿25-12-2024;11:19;19.1;10
﻿25-12-2024;11:20;19.2;10
﻿25-12-2024;11:21;19.1;10
﻿25-12-2024;11:22;19.2;10
﻿25-12-2024;11:23;19.2;10
﻿25-12-2024;11:24;19.1;10
﻿25-12-2024;11:25;19.2;10
﻿25-12-2024;11:26;19.1;10
﻿25-12-2024;11:27;19.2;10
﻿25-12-2024;11:28;19.2;10
﻿25-12-2024;11:29;19.2;10
﻿25-12-2024;11:30;19.2;10
﻿25-12-2024;11:31;19.1;10
﻿25-12-2024;11:32;19.2;10
﻿25-12-2024;11:33;19.2;10
﻿25-12-2024;11:34;19.2;10
﻿25-12-2024;11:35;19.2;10
﻿25-12-2024;11:36;19.2;10
﻿25-12-2024;11:37;19.2;10
﻿25-12-2024;11:38;19.2;10
﻿25-12-2024;11:39;19.2;10
﻿25-12-2024;11:40;19.2;10
﻿25-12-2024;11:41;19.2;10
﻿25-12-2024;11:42;19.2;10
﻿25-12-2024;11:43;19.2;10
﻿25-12-2024;11:44;19.2;10
﻿25-12-2024;11:45;19.2;10
﻿25-12-2024;11:46;19.2;10
﻿25-12-2024;11:47;19.2;10
﻿25-12-2024;11:48;19.2;10
﻿25-12-2024;11:49;19.2;10
﻿25-12-2024;11:50;19.2;10
﻿25-12-2024;11:51;19.2;10
﻿25-12-2024;11:52;19.2;10
﻿25-12-2024;11:53;19.2;10
﻿25-12-2024;11:54;19.2;10
﻿25-12-2024;11:55;19.2;10
﻿25-12-2024;11:56;19.2;10
﻿25-12-2024;11:57;19.2;10
﻿25-12-2024;11:58;19.2;10
﻿25-12-2024;11:59;19.2;10
﻿25-12-2024;12:00;19.2;10
﻿25-12-2024;12:01;19.2;10
﻿25-12-2024;12:02;19.2;10
﻿25-12-2024;12:03;19.2;10
﻿25-12-2024;12:04;19.2;10
﻿25-12-2024;12:05;19.2;10
﻿25-12-2024;12:06;19.2;10
﻿25-12-2024;12:07;19.2;10
﻿25-12-2024;12:08;19.2;10
﻿25-12-2024;12:09;19.2;10
﻿25-12-2024;12:10;19.2;10
﻿25-12-2024;12:11;19.2;10
﻿25-12-2024;12:12;19.2;10
﻿25-12-2024;12:13;19.2;10
﻿25-12-2024;12:14;19.2;10
﻿25-12-2024;12:15;19.2;10
﻿25-12-2024;12:16;19.2;10
﻿25-12-2024;12:17;19.2;10
﻿25-12-2024;12:18;19.2;10
﻿25-12-2024;12:19;19.2;10
﻿25-12-2024;12:20;19.2;10
﻿25-12-2024;12:21;19.2;10
﻿25-12-2024;12:22;19.3;10
﻿25-12-2024;12:23;19.2;10
﻿25-12-2024;12:24;19.2;10
﻿25-12-2024;12:25;19.2;10
﻿25-12-2024;12:26;19.2;10
﻿25-12-2024;12:27;19.2;10
﻿25-12-2024;12:28;19.2;10
﻿25-12-2024;12:29;19.2;10
﻿25-12-2024;12:30;19.2;10
﻿25-12-2024;12:31;19.2;10
﻿25-12-2024;12:32;19.2;10
﻿25-12-2024;12:33;19.2;10
﻿25-12-2024;12:34;19.2;10
﻿25-12-2024;12:35;19.2;10
﻿25-12-2024;12:36;19.2;10
﻿25-12-2024;12:37;19.3;10
﻿25-12-2024;12:38;19.3;10
﻿25-12-2024;12:39;19.2;10
﻿25-12-2024;12:40;19.2;10
﻿25-12-2024;12:41;19.3;10
﻿25-12-2024;12:42;19.3;10
﻿25-12-2024;12:43;19.3;10
﻿25-12-2024;12:44;19.3;10
﻿25-12-2024;12:45;19.2;10
﻿25-12-2024;12:46;19.2;10
﻿25-12-2024;12:47;19.2;10
﻿25-12-2024;12:48;19.2;10
﻿25-12-2024;12:49;19.2;10
﻿25-12-2024;12:50;19.2;10
﻿25-12-2024;12:51;19.2;10
﻿25-12-2024;12:52;19.2;10
﻿25-12-2024;12:53;19.3;10
﻿25-12-2024;12:54;19.3;10
﻿25-12-2024;12:55;19.2;10
﻿25-12-2024;12:56;19.2;10
﻿25-12-2024;12:57;19.3;10
﻿25-12-2024;12:58;19.3;10
﻿25-12-2024;12:59;19.3;10
﻿25-12-2024;13:00;19.3;10
﻿25-12-2024;13:01;19.3;10
﻿25-12-2024;13:02;19.3;10
﻿25-12-2024;13:03;19.3;10
﻿25-12-2024;13:04;19.3;10
﻿25-12-2024;13:05;19.3;10
﻿25-12-2024;13:06;19.3;10
﻿25-12-2024;13:07;19.3;10
﻿25-12-2024;13:08;19.3;10
﻿25-12-2024;13:09;19.3;10
﻿25-12-2024;13:10;19.3;10
﻿25-12-2024;13:11;19.3;10
﻿25-12-2024;13:12;19.3;10
﻿25-12-2024;13:13;19.3;10
﻿25-12-2024;13:14;19.3;10
﻿25-12-2024;13:15;19.3;10
﻿25-12-2024;13:16;19.3;10
﻿25-12-2024;13:17;19.3;10
﻿25-12-2024;13:18;19.3;10
﻿25-12-2024;13:19;19.3;10
﻿25-12-2024;13:20;19.3;10
﻿25-12-2024;13:21;19.3;10
﻿25-12-2024;13:22;19.3;10
﻿25-12-2024;13:23;19.3;10
﻿25-12-2024;13:24;19.3;10
﻿25-12-2024;13:25;19.3;10
﻿25-12-2024;13:26;19.3;10
﻿25-12-2024;13:27;19.3;10
﻿25-12-2024;13:28;19.3;10
﻿25-12-2024;13:29;19.3;10
﻿25-12-2024;13:30;19.3;10
﻿25-12-2024;13:31;19.3;10
﻿25-12-2024;13:32;19.3;10
﻿25-12-2024;13:33;19.3;10
﻿25-12-2024;13:34;19.3;10
﻿25-12-2024;13:35;19.3;10
﻿25-12-2024;13:36;19.3;10
﻿25-12-2024;13:37;19.3;10
﻿25-12-2024;13:38;19.3;10
﻿25-12-2024;13:39;19.3;10
﻿25-12-2024;13:40;19.3;10
﻿25-12-2024;13:41;19.3;10
﻿25-12-2024;13:42;19.3;10
﻿25-12-2024;13:43;19.3;10
﻿25-12-2024;13:44;19.3;10
﻿25-12-2024;13:45;19.3;10
﻿25-12-2024;13:46;19.3;10
﻿25-12-2024;13:47;19.3;10
﻿25-12-2024;13:48;19.3;10
﻿25-12-2024;13:49;19.3;10
﻿25-12-2024;13:50;19.3;10
﻿25-12-2024;13:51;19.3;10
﻿25-12-2024;13:52;19.3;10
﻿25-12-2024;13:53;19.4;10
﻿25-12-2024;13:54;19.4;10
﻿25-12-2024;13:55;19.4;10
﻿25-12-2024;13:56;19.4;10
﻿25-12-2024;13:57;19.4;10
﻿25-12-2024;13:58;19.4;10
﻿25-12-2024;13:59;19.4;10
﻿25-12-2024;14:00;19.4;10
﻿25-12-2024;14:01;19.4;10
﻿25-12-2024;14:02;19.4;10
﻿25-12-2024;14:03;19.4;10
﻿25-12-2024;14:04;19.4;10
﻿25-12-2024;14:05;19.3;10
﻿25-12-2024;14:06;19.3;10
﻿25-12-2024;14:07;19.4;10
﻿25-12-2024;14:08;19.4;10
﻿25-12-2024;14:09;19.4;10
﻿25-12-2024;14:10;19.4;10
﻿25-12-2024;14:11;19.4;10
﻿25-12-2024;14:12;19.4;10
﻿25-12-2024;14:13;19.4;10
﻿25-12-2024;14:14;19.4;10
﻿25-12-2024;14:15;19.4;10
﻿25-12-2024;14:16;19.4;10
﻿25-12-2024;14:17;19.4;10
﻿25-12-2024;14:18;19.4;10
﻿25-12-2024;14:19;19.5;10
﻿25-12-2024;14:20;19.4;10
﻿25-12-2024;14:21;19.5;10
﻿25-12-2024;14:22;19.5;10
﻿25-12-2024;14:23;19.5;10
﻿25-12-2024;14:24;19.5;10
﻿25-12-2024;14:25;19.5;10
﻿25-12-2024;14:26;19.4;10
﻿25-12-2024;14:27;19.4;10
﻿25-12-2024;14:28;19.5;10
﻿25-12-2024;14:29;19.5;10
﻿25-12-2024;14:30;19.5;10
﻿25-12-2024;14:31;19.5;10
﻿25-12-2024;14:32;19.5;10
﻿25-12-2024;14:33;19.5;10
﻿25-12-2024;14:34;19.5;10
﻿25-12-2024;14:35;19.5;10
﻿25-12-2024;14:36;19.5;10
﻿25-12-2024;14:37;19.5;10
﻿25-12-2024;14:38;19.5;10
﻿25-12-2024;14:39;19.5;10
﻿25-12-2024;14:40;19.5;10
﻿25-12-2024;14:41;19.5;10
﻿25-12-2024;14:42;19.5;10
﻿25-12-2024;14:43;19.5;10
﻿25-12-2024;14:44;19.5;10
﻿25-12-2024;14:45;19.4;10
﻿25-12-2024;14:46;19.5;10
﻿25-12-2024;14:47;19.5;10
﻿25-12-2024;14:48;19.5;10
﻿25-12-2024;14:49;19.5;10
﻿25-12-2024;14:50;19.5;10
﻿25-12-2024;14:51;19.5;10
﻿25-12-2024;14:52;19.5;10
﻿25-12-2024;14:53;19.5;10
﻿25-12-2024;14:54;19.5;10
﻿25-12-2024;14:55;19.5;10
﻿25-12-2024;14:56;19.5;10
﻿25-12-2024;14:57;19.5;10
﻿25-12-2024;14:58;19.5;10
﻿25-12-2024;14:59;19.5;10
﻿25-12-2024;15:00;19.5;10
﻿25-12-2024;15:01;19.5;10
﻿25-12-2024;15:02;19.5;10
﻿25-12-2024;15:03;19.5;10
﻿25-12-2024;15:04;19.5;10
﻿25-12-2024;15:05;19.5;10
﻿25-12-2024;15:06;19.5;10
﻿25-12-2024;15:07;19.5;10
﻿25-12-2024;15:08;19.5;10
﻿25-12-2024;15:09;19.5;10
﻿25-12-2024;15:10;19.5;10
﻿25-12-2024;15:11;19.5;10
﻿25-12-2024;15:12;19.5;10
﻿25-12-2024;15:13;19.5;10
﻿25-12-2024;15:14;19.5;10
﻿25-12-2024;15:15;19.5;10
﻿25-12-2024;15:16;19.5;10
﻿25-12-2024;15:17;19.5;10
﻿25-12-2024;15:18;19.5;10
﻿25-12-2024;15:19;19.5;10
﻿25-12-2024;15:20;19.5;10
﻿25-12-2024;15:21;19.6;10
﻿25-12-2024;15:22;19.5;10
﻿25-12-2024;15:23;19.6;10
﻿25-12-2024;15:24;19.6;10
﻿25-12-2024;15:25;19.6;10
﻿25-12-2024;15:26;19.6;10
﻿25-12-2024;15:27;19.6;10
﻿25-12-2024;15:28;19.5;10
﻿25-12-2024;15:29;19.6;10
﻿25-12-2024;15:30;19.5;10
﻿25-12-2024;15:31;19.6;10
﻿25-12-2024;15:32;19.5;10
﻿25-12-2024;15:33;19.6;10
﻿25-12-2024;15:34;19.6;10
﻿25-12-2024;15:35;19.6;10
﻿25-12-2024;15:36;19.6;10
﻿25-12-2024;15:37;19.6;10
﻿25-12-2024;15:38;19.6;10
﻿25-12-2024;15:39;19.5;10
﻿25-12-2024;15:40;19.5;10
﻿25-12-2024;15:41;19.6;10
﻿25-12-2024;15:42;19.6;10
﻿25-12-2024;15:43;19.5;10
﻿25-12-2024;15:44;19.6;10
﻿25-12-2024;15:45;19.6;10
﻿25-12-2024;15:46;19.6;10
﻿25-12-2024;15:47;19.5;10
﻿25-12-2024;15:48;19.6;10
﻿25-12-2024;15:49;19.5;10
﻿25-12-2024;15:50;19.5;10
﻿25-12-2024;15:51;19.5;10
﻿25-12-2024;15:52;19.6;10
﻿25-12-2024;15:53;19.5;10
﻿25-12-2024;15:54;19.5;10
﻿25-12-2024;15:55;19.6;10
﻿25-12-2024;15:56;19.6;10
﻿25-12-2024;15:57;19.5;10
﻿25-12-2024;15:58;19.6;10
﻿25-12-2024;15:59;19.6;10
﻿25-12-2024;16:00;19.6;10
﻿25-12-2024;16:01;19.6;10
﻿25-12-2024;16:02;19.6;10
﻿25-12-2024;16:03;19.6;10
﻿25-12-2024;16:04;19.6;10
﻿25-12-2024;16:05;19.6;10
﻿25-12-2024;16:06;19.6;10
﻿25-12-2024;16:07;19.6;10
﻿25-12-2024;16:08;19.6;10
﻿25-12-2024;16:09;19.6;10
﻿25-12-2024;16:10;19.6;10
﻿25-12-2024;16:11;19.6;10
﻿25-12-2024;16:12;19.7;10
﻿25-12-2024;16:13;19.6;10
﻿25-12-2024;16:14;19.6;10
﻿25-12-2024;16:15;19.7;10
﻿25-12-2024;16:16;19.6;10
﻿25-12-2024;16:17;19.6;10
﻿25-12-2024;16:18;19.6;10
﻿25-12-2024;16:19;19.6;10
﻿25-12-2024;16:20;19.6;10
﻿25-12-2024;16:21;19.6;10
﻿25-12-2024;16:22;19.6;10
﻿25-12-2024;16:23;19.6;10
﻿25-12-2024;16:24;19.6;10
﻿25-12-2024;16:25;19.6;10
﻿25-12-2024;16:26;19.6;10
﻿25-12-2024;16:27;19.6;10
﻿25-12-2024;16:28;19.6;10
﻿25-12-2024;16:29;19.6;10
﻿25-12-2024;16:30;19.6;10
﻿25-12-2024;16:31;19.6;10
﻿25-12-2024;16:32;19.6;10
﻿25-12-2024;16:33;19.6;10
﻿25-12-2024;16:34;19.6;10
﻿25-12-2024;16:35;19.6;10
﻿25-12-2024;16:36;19.6;10
﻿25-12-2024;16:37;19.6;10
﻿25-12-2024;16:38;19.6;10
﻿25-12-2024;16:39;19.6;10
﻿25-12-2024;16:40;19.6;10
﻿25-12-2024;16:41;19.6;10
﻿25-12-2024;16:42;19.6;10
﻿25-12-2024;16:43;19.6;10
﻿25-12-2024;16:44;19.6;10
﻿25-12-2024;16:45;19.6;10
﻿25-12-2024;16:46;19.6;10
﻿25-12-2024;16:47;19.6;10
﻿25-12-2024;16:48;19.6;10
﻿25-12-2024;16:49;19.6;10
﻿25-12-2024;16:50;19.6;10
﻿25-12-2024;16:51;19.7;10
﻿25-12-2024;16:52;19.7;10
﻿25-12-2024;16:53;19.6;10
﻿25-12-2024;16:54;19.6;10
﻿25-12-2024;16:55;19.6;10
﻿25-12-2024;16:56;19.6;10
﻿25-12-2024;16:57;19.7;10
﻿25-12-2024;16:58;19.7;10
﻿25-12-2024;16:59;19.6;10
﻿25-12-2024;17:00;19.6;10
﻿25-12-2024;17:01;19.7;10
﻿25-12-2024;17:02;19.6;10
﻿25-12-2024;17:03;19.7;10
﻿25-12-2024;17:04;19.6;10
﻿25-12-2024;17:05;19.7;10
﻿25-12-2024;17:06;19.6;10
﻿25-12-2024;17:07;19.6;10
﻿25-12-2024;17:08;19.6;10
﻿25-12-2024;17:09;19.6;10
﻿25-12-2024;17:10;19.6;10
﻿25-12-2024;17:11;19.6;10
﻿25-12-2024;17:12;19.6;10
﻿25-12-2024;17:13;19.6;10
﻿25-12-2024;17:14;19.6;10
﻿25-12-2024;17:15;19.6;10
﻿25-12-2024;17:16;19.7;10
﻿25-12-2024;17:17;19.6;10
﻿25-12-2024;17:18;19.7;10
﻿25-12-2024;17:19;19.6;10
﻿25-12-2024;17:20;19.7;10
﻿25-12-2024;17:21;19.7;10
﻿25-12-2024;17:22;19.7;10
﻿25-12-2024;17:23;19.7;10
﻿25-12-2024;17:24;19.7;10
﻿25-12-2024;17:25;19.6;10
﻿25-12-2024;17:26;19.7;10
﻿25-12-2024;17:27;19.6;10
﻿25-12-2024;17:28;19.7;10
﻿25-12-2024;17:29;19.7;10
﻿25-12-2024;17:30;19.6;10
﻿25-12-2024;17:31;19.6;10
﻿25-12-2024;17:32;19.7;10
﻿25-12-2024;17:33;19.7;10
﻿25-12-2024;17:34;19.6;10
﻿25-12-2024;17:35;19.6;10
﻿25-12-2024;17:36;19.7;10
﻿25-12-2024;17:37;19.7;10
﻿25-12-2024;17:38;19.6;10
﻿25-12-2024;17:39;19.6;10
﻿25-12-2024;17:40;19.7;10
﻿25-12-2024;17:41;19.7;10
﻿25-12-2024;17:42;19.6;10
﻿25-12-2024;17:43;19.7;10
﻿25-12-2024;17:44;19.7;10
﻿25-12-2024;17:45;19.7;10
﻿25-12-2024;17:46;19.7;10
﻿25-12-2024;17:47;19.7;10
﻿25-12-2024;17:48;19.6;10
﻿25-12-2024;17:49;19.6;10
﻿25-12-2024;17:50;19.6;10
﻿25-12-2024;17:51;19.6;10
﻿25-12-2024;17:52;19.6;10
﻿25-12-2024;17:53;19.7;10
﻿25-12-2024;17:54;19.7;10
﻿25-12-2024;17:55;19.6;10
﻿25-12-2024;17:56;19.7;10
﻿25-12-2024;17:57;19.7;10
﻿25-12-2024;17:58;19.7;10
﻿25-12-2024;17:59;19.7;10
﻿25-12-2024;18:00;19.6;10
﻿25-12-2024;18:01;19.6;10
﻿25-12-2024;18:02;19.6;10
﻿25-12-2024;18:03;19.7;10
﻿25-12-2024;18:04;19.7;10
﻿25-12-2024;18:05;19.7;10
﻿25-12-2024;18:06;19.6;10
﻿25-12-2024;18:07;19.7;10
﻿25-12-2024;18:08;19.7;10
﻿25-12-2024;18:09;19.6;10
﻿25-12-2024;18:10;19.6;10
﻿25-12-2024;18:11;19.7;10
﻿25-12-2024;18:12;19.7;10
﻿25-12-2024;18:13;19.7;10
﻿25-12-2024;18:14;19.6;10
﻿25-12-2024;18:15;19.6;10
﻿25-12-2024;18:16;19.6;10
﻿25-12-2024;18:17;19.7;10
﻿25-12-2024;18:18;19.6;10
﻿25-12-2024;18:19;19.6;10
﻿25-12-2024;18:20;19.7;10
﻿25-12-2024;18:21;19.7;10
﻿25-12-2024;18:22;19.6;10
﻿25-12-2024;18:23;19.7;10
﻿25-12-2024;18:24;19.6;10
﻿25-12-2024;18:25;19.6;10
﻿25-12-2024;18:26;19.6;10
﻿25-12-2024;18:27;19.7;10
﻿25-12-2024;18:28;19.7;10
﻿25-12-2024;18:29;19.6;10
﻿25-12-2024;18:30;19.6;10
﻿25-12-2024;18:31;19.7;10
﻿25-12-2024;18:32;19.7;10
﻿25-12-2024;18:33;19.7;10
﻿25-12-2024;18:34;19.7;10
﻿25-12-2024;18:35;19.6;10
﻿25-12-2024;18:36;19.6;10
﻿25-12-2024;18:37;19.7;10
﻿25-12-2024;18:38;19.7;10
﻿25-12-2024;18:39;19.7;10
﻿25-12-2024;18:40;19.7;10
﻿25-12-2024;18:41;19.7;10
﻿25-12-2024;18:42;19.7;10
﻿25-12-2024;18:43;19.6;10
﻿25-12-2024;18:44;19.6;10
﻿25-12-2024;18:45;19.7;10
﻿25-12-2024;18:46;19.6;10
﻿25-12-2024;18:47;19.6;10
﻿25-12-2024;18:48;19.6;10
﻿25-12-2024;18:49;19.6;10
﻿25-12-2024;18:50;19.6;10
﻿25-12-2024;18:51;19.6;10
﻿25-12-2024;18:52;19.6;10
﻿25-12-2024;18:53;19.6;10
﻿25-12-2024;18:54;19.6;10
﻿25-12-2024;18:55;19.6;10
﻿25-12-2024;18:56;19.6;10
﻿25-12-2024;18:57;19.6;10
﻿25-12-2024;18:58;19.6;10
﻿25-12-2024;18:59;19.6;10
﻿25-12-2024;19:00;19.6;10
﻿25-12-2024;19:01;19.7;10
﻿25-12-2024;19:02;19.6;10
﻿25-12-2024;19:03;19.6;10
﻿25-12-2024;19:04;19.5;10
﻿25-12-2024;19:05;19.6;10
﻿25-12-2024;19:06;19.6;10
﻿25-12-2024;19:07;19.6;10
﻿25-12-2024;19:08;19.6;10
﻿25-12-2024;19:09;19.6;10
﻿25-12-2024;19:10;19.6;10
﻿25-12-2024;19:11;19.6;10
﻿25-12-2024;19:12;19.6;10
﻿25-12-2024;19:13;19.6;10
﻿25-12-2024;19:14;19.6;10
﻿25-12-2024;19:15;19.6;10
﻿25-12-2024;19:16;19.6;10
﻿25-12-2024;19:17;19.6;10
﻿25-12-2024;19:18;19.6;10
﻿25-12-2024;19:19;19.6;10
﻿25-12-2024;19:20;19.6;10
﻿25-12-2024;19:21;19.6;10
﻿25-12-2024;19:22;19.6;10
﻿25-12-2024;19:23;19.6;10
﻿25-12-2024;19:24;19.6;10
﻿25-12-2024;19:25;19.6;10
﻿25-12-2024;19:26;19.6;10
﻿25-12-2024;19:27;19.6;10
﻿25-12-2024;19:28;19.6;10
﻿25-12-2024;19:29;19.6;10
﻿25-12-2024;19:30;19.6;10
﻿25-12-2024;19:31;19.6;10
﻿25-12-2024;19:32;19.6;10
﻿25-12-2024;19:33;19.5;10
﻿25-12-2024;19:34;19.6;10
﻿25-12-2024;19:35;19.6;10
﻿25-12-2024;19:36;19.6;10
﻿25-12-2024;19:37;19.6;10
﻿25-12-2024;19:38;19.6;10
﻿25-12-2024;19:39;19.5;10
﻿25-12-2024;19:40;19.6;10
﻿25-12-2024;19:41;19.6;10
﻿25-12-2024;19:42;19.5;10
﻿25-12-2024;19:43;19.6;10
﻿25-12-2024;19:44;19.6;10
﻿25-12-2024;19:45;19.6;10
﻿25-12-2024;19:46;19.6;10
﻿25-12-2024;19:47;19.6;10
﻿25-12-2024;19:48;19.6;10
﻿25-12-2024;19:49;19.6;10
﻿25-12-2024;19:50;19.6;10
﻿25-12-2024;19:51;19.5;10
﻿25-12-2024;19:52;19.5;10
﻿25-12-2024;19:53;19.5;10
﻿25-12-2024;19:54;19.6;10
﻿25-12-2024;19:55;19.6;10
﻿25-12-2024;19:56;19.6;10
﻿25-12-2024;19:57;19.6;10
﻿25-12-2024;19:58;19.6;10
﻿25-12-2024;19:59;19.6;10
﻿25-12-2024;20:00;19.6;10
﻿25-12-2024;20:01;19.5;10
﻿25-12-2024;20:02;19.6;10
﻿25-12-2024;20:03;19.6;10
﻿25-12-2024;20:04;19.6;10
﻿25-12-2024;20:05;19.6;10
﻿25-12-2024;20:06;19.5;10
﻿25-12-2024;20:07;19.6;10
﻿25-12-2024;20:08;19.6;10
﻿25-12-2024;20:09;19.6;10
﻿25-12-2024;20:10;19.6;10
﻿25-12-2024;20:11;19.5;10
﻿25-12-2024;20:12;19.6;10
﻿25-12-2024;20:13;19.6;10
﻿25-12-2024;20:14;19.6;10
﻿25-12-2024;20:15;19.6;10
﻿25-12-2024;20:16;19.6;10
﻿25-12-2024;20:17;19.6;10
﻿25-12-2024;20:18;19.6;10
﻿25-12-2024;20:19;19.6;10
﻿25-12-2024;20:20;19.5;10
﻿25-12-2024;20:21;19.6;10
﻿25-12-2024;20:22;19.6;10
﻿25-12-2024;20:23;19.6;10
﻿25-12-2024;20:24;19.6;10
﻿25-12-2024;20:25;19.5;10
﻿25-12-2024;20:26;19.6;10
﻿25-12-2024;20:27;19.6;10
﻿25-12-2024;20:28;19.5;10
﻿25-12-2024;20:29;19.6;10
﻿25-12-2024;20:30;19.6;10
﻿25-12-2024;20:31;19.6;10
﻿25-12-2024;20:32;19.6;10
﻿25-12-2024;20:33;19.6;10
﻿25-12-2024;20:34;19.6;10
﻿25-12-2024;20:35;19.6;10
﻿25-12-2024;20:36;19.6;10
﻿25-12-2024;20:37;19.6;10
﻿25-12-2024;20:38;19.6;10
﻿25-12-2024;20:39;19.6;10
﻿25-12-2024;20:40;19.6;10
﻿25-12-2024;20:41;19.6;10
﻿25-12-2024;20:42;19.6;10
﻿25-12-2024;20:43;19.5;10
﻿25-12-2024;20:44;19.6;10
﻿25-12-2024;20:45;19.5;10
﻿25-12-2024;20:46;19.6;10
﻿25-12-2024;20:47;19.5;10
﻿25-12-2024;20:48;19.5;10
﻿25-12-2024;20:49;19.5;10
﻿25-12-2024;20:50;19.5;10
﻿25-12-2024;20:51;19.5;10
﻿25-12-2024;20:52;19.5;10
﻿25-12-2024;20:53;19.5;10
﻿25-12-2024;20:54;19.5;10
﻿25-12-2024;20:55;19.5;10
﻿25-12-2024;20:56;19.5;10
﻿25-12-2024;20:57;19.5;10
﻿25-12-2024;20:58;19.5;10
﻿25-12-2024;20:59;19.5;10
﻿25-12-2024;21:00;19.5;10
﻿25-12-2024;21:01;19.5;10
﻿25-12-2024;21:02;19.5;10
﻿25-12-2024;21:03;19.5;10
﻿25-12-2024;21:04;19.5;10
﻿25-12-2024;21:05;19.5;10
﻿25-12-2024;21:06;19.5;10
﻿25-12-2024;21:07;19.5;10
﻿25-12-2024;21:08;19.5;10
﻿25-12-2024;21:09;19.5;10
﻿25-12-2024;21:10;19.5;10
﻿25-12-2024;21:11;19.5;10
﻿25-12-2024;21:12;19.5;10
﻿25-12-2024;21:13;19.5;10
﻿25-12-2024;21:14;19.5;10
﻿25-12-2024;21:15;19.5;10
﻿25-12-2024;21:16;19.5;10
﻿25-12-2024;21:17;19.5;10
﻿25-12-2024;21:18;19.5;10
﻿25-12-2024;21:19;19.5;10
﻿25-12-2024;21:20;19.5;10
﻿25-12-2024;21:21;19.5;10
﻿25-12-2024;21:22;19.5;10
﻿25-12-2024;21:23;19.5;10
﻿25-12-2024;21:24;19.5;10
﻿25-12-2024;21:25;19.5;10
﻿25-12-2024;21:26;19.5;10
﻿25-12-2024;21:27;19.5;10
﻿25-12-2024;21:28;19.5;10
﻿25-12-2024;21:29;19.5;10
﻿25-12-2024;21:30;19.5;10
﻿25-12-2024;21:31;19.5;10
﻿25-12-2024;21:32;19.5;10
﻿25-12-2024;21:33;19.5;10
﻿25-12-2024;21:34;19.5;10
﻿25-12-2024;21:35;19.5;10
﻿25-12-2024;21:36;19.5;10
﻿25-12-2024;21:37;19.5;10
﻿25-12-2024;21:38;19.5;10
﻿25-12-2024;21:39;19.5;10
﻿25-12-2024;21:40;19.5;10
﻿25-12-2024;21:41;19.5;10
﻿25-12-2024;21:42;19.5;10
﻿25-12-2024;21:43;19.4;10
﻿25-12-2024;21:44;19.5;10
﻿25-12-2024;21:45;19.5;10
﻿25-12-2024;21:46;19.5;10
﻿25-12-2024;21:47;19.4;10
